SMILES,mol_id,qed,gsk3b,sa,sim
N#Cc1cnc(NC(=O)Nc2ccc3cc(C(=O)O)ccc3c2)cn1,400,0.675855970328892,1,0.8568957155421882,0.19117647058823528
Cc1ccccc1-n1nncc1-c1ccncc1,400,0.6866426219874746,1,0.8700375699873523,0.19047619047619047
COc1cc(Nc2ncc(-c3ccccc3)o2)cc(OC)c1OC,400,0.7351317426901801,1,0.8750787036815252,0.18571428571428572
COc1ccccc1C1CN(c2cc(-c3ccncn3)cc(=O)n2C)CCO1,400,0.6945453665538251,1,0.7609480132734127,0.18055555555555555
O=C1NC(=O)C(c2cccc(Cl)c2)C1=Nc1ccc(Cl)c(C(=O)O)c1,400,0.8033466382241096,1,0.7643473289402808,0.1791044776119403
Nc1ncc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)nc1C(=O)Nc1cccnc1,400,0.6414114127734389,1,0.8564737856687241,0.17857142857142858
O=C(Nc1ncnc2[nH]c(-c3ccccc3)nc12)C1CC1,400,0.7705864120178733,1,0.8595894085746517,0.17857142857142858
CC(=O)ON=C1C(C2C(=O)Nc3cc(Cl)c(Cl)cc32)=Nc2ccccc21,400,0.6219314766084906,1,0.7298049174799807,0.17647058823529413
Nc1n[nH]c2ncc(-c3ccccc3)cc12,400,0.6466336315784135,1,0.8721716096676067,0.17391304347826086
CCn1c2cc(Cl)c(F)cc2c(=O)c2c(O)onc21,400,0.7448793679275592,1,0.7863503474979334,0.1728395061728395
c1ccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)cc1,400,0.6825504610236309,1,0.8759273969870193,0.1728395061728395
Nc1nccc(-c2c[nH]c3cc(Br)c(Br)cc23)n1,400,0.6880430169536107,1,0.8203467022904911,0.17204301075268819
COc1ccc(-c2ocnc2C(=O)NCc2ccnc(C(F)(F)F)c2)cc1Cl,400,0.6751496619212947,1,0.8275478796528665,0.1702127659574468
COc1cc(C=C2SC(=O)NC2=O)ccc1O,400,0.7826894962582861,1,0.8597545587371196,0.16666666666666666
CCCc1cn(-c2ccc3[nH]ncc3c2)nn1,400,0.7449669195009633,1,0.835189354154468,0.16455696202531644
O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2cc(Cl)ccc12,400,0.6742640926833303,1,0.8592384829156602,0.16455696202531644
Cc1ccc(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)CC2)cc1,400,0.6029024953847196,1,0.8604077220811488,0.16049382716049382
CC(C)(C)C(=O)N1Cc2c(NC(=O)c3cc(F)cc(F)c3)n[nH]c2C1(C)C,400,0.8411897366294981,1,0.791630662359878,0.1590909090909091
COc1cnc(-c2ocnc2C(=O)NCc2ccncc2)cc1Cl,400,0.7649677150609354,1,0.8240287594228854,0.15584415584415584
COc1ccc(-c2ocnc2C(=O)NCc2ccccn2)cc1,400,0.7837716418246529,1,0.8735558180558479,0.15492957746478872
CCn1c2c(c3cc(Br)ccc31)CC(=O)Nc1ccccc1-2,400,0.6809482323931687,1,0.8455235341831564,0.15476190476190477
O=C(Nc1ncnc2oc(-c3cccnc3)cc12)C1CC1,400,0.7972283287783972,1,0.834677176544387,0.1518987341772152
Oc1ncc(Br)c2sc(-c3ccncc3)cc12,400,0.743027339317749,1,0.7993642050178903,0.1511627906976744
CNC(=O)c1cc2c(-c3ccccc3F)[nH]nc2s1,400,0.7552381752394268,1,0.8369649322009793,0.15
CCNC(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12,400,0.6899912613253032,1,0.8650496860021423,0.14942528735632185
Clc1cccc(-n2cc(-c3ccncc3)nn2)c1,400,0.7079806611729812,1,0.8792956251397471,0.14666666666666667
O=C(CCCN1CCCC1)Nc1n[nH]c2nnc(-c3ccccc3)cc12,400,0.7137465190878319,1,0.8450194784156816,0.14606741573033707
NCC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]cnc23)CC1,400,0.7505610123018059,1,0.8023062143622955,0.14285714285714285
Cc1n[nH]c2c1C(c1ccccc1C(F)(F)F)C1C(=O)CC(C)(C)CC1=N2,400,0.7658154513654574,1,0.6762764741770887,0.14285714285714285
CCc1ccc2c(NC(=O)Nc3cccc(C(F)(F)F)n3)ccnc2c1,400,0.7012422389495013,1,0.8537267081722264,0.14285714285714285
Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)cnn2n1,400,0.6008255712031766,1,0.8155295726162881,0.14285714285714285
O=C(Nc1[nH]nc2cc(-c3cccc(F)c3)ccc12)C1CC1,400,0.7734298096646778,1,0.8572817759413982,0.1411764705882353
O=C1Nc2ccccc2Nc2cc(-c3ccncc3Cl)ccc21,400,0.6820666426443366,1,0.8550444518101532,0.1411764705882353
c1ccc(-c2n[nH]cc2-c2ccncc2)cc1,400,0.7218713416068268,1,0.8572165336416475,0.1411764705882353
c1ccc(Cc2cc(-c3ccc4[nH]ncc4c3)on2)cc1,400,0.6182620746198969,1,0.8651814780716394,0.14102564102564102
CCCC(=O)Nc1n[nH]c2cc(-c3cccc(O)c3)ccc12,400,0.686816356337204,1,0.8684742057338279,0.140625
COc1ccccc1N=Nc1c(O)n[nH]c1-c1cnccc1OC,400,0.6971290044736761,1,0.7923442555209902,0.13953488372093023
CN(C)c1ccc2[nH]c(O)c(C=Nc3ccc(S(N)(=O)=O)cc3)c2c1,400,0.6214322390150052,1,0.8082984319521308,0.13580246913580246
COc1cccc(C(C)NC(=O)c2ccc(-c3ccncc3C)cc2)c1,400,0.7368473550026519,1,0.8512572969405794,0.13513513513513514
OC1CCC(c2[nH]ncc2-c2ccnc(NC3CCCC3)n2)CC1,400,0.8023071887204157,1,0.8118273651037935,0.13513513513513514
Cc1ccccc1-n1cc(-c2ccccn2)nn1,400,0.6866426219874746,1,0.8830506323966409,0.13513513513513514
O=C(Nc1n[nH]c2nc(-c3ccccc3)ccc12)C1CC1,400,0.7733903788151685,1,0.8712360668344249,0.13432835820895522
Oc1ccc(-c2nc3ncc[nH]c-3c2CC2CC2)cc1,400,0.7638812327234309,1,0.8144214397693569,0.13414634146341464
O=C(O)c1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,400,0.6820795240498192,1,0.8665271102575238,0.13333333333333333
O=C(NC1=Cc2ncc3cnnc(O)c(c2-3)C1)C1CC1c1ccccc1,400,0.762077695717711,1,0.6711608848350658,0.13333333333333333
N#CCc1cnn2c(NCc3cccnc3)cc(-c3ccccc3)nc12,400,0.6016643072776079,1,0.8367179799141832,0.13253012048192772
N#Cc1ccc(-c2nnc(Nc3ccccc3)o2)cc1,400,0.7829452674191583,1,0.8900240743060651,0.13157894736842105
