SMILES,mol_id,sim
CC(=O)N[C@H](CC(=O)N(C)Cc1cccs1)c1ccc(Cl)cc1,200,0.6153846153846154
C[NH2+][C@@H]1[C@H](N2CCC[C@H](C(F)(F)F)C2)CCC1(C)C,200,0.4888888888888889
CCCCCN1C[C@H](C(=O)Nc2ccc(F)cc2)CC1=O,200,0.48
Cc1nc(C)c(C(=O)N2CCN(C(=O)Cc3ccc(Cl)cc3)CC2)o1,200,0.4782608695652174
Cc1cccc(NC(=O)N(Cc2ccccn2)C2CC2)c1C,200,0.4583333333333333
NC(=O)[C@@H]1CCCN(C(=O)c2ccc(-c3cccc(Cl)c3Cl)o2)C1,200,0.4583333333333333
CCN(C(=O)Nc1ccc(Cl)cc1)[C@H](C)CS(=O)(=O)CC,200,0.4583333333333333
FC(F)(F)c1cccc(/N=C2\NN=C(C3CCOCC3)CS2)c1,200,0.4583333333333333
CCc1ccccc1NC(=O)N1CCN(C(=O)c2ccc(OC)cc2)CC1,200,0.45098039215686275
COc1ccccc1CNC(=O)[C@@H]1CS[C@@H]2c3ccccc3C(=O)N12,200,0.4489795918367347
CC1(C)CO[C@H](c2ccccc2)CN1C(=O)Cn1ccccc1=O,200,0.4489795918367347
C[C@@](O)(CNC(=O)C1(c2ccc(F)cc2F)CCCC1)c1cccs1,200,0.4489795918367347
CCC[NH2+]CCc1c(C)nn(-c2ccccc2C)c1C,200,0.4489795918367347
C[C@@H](NC(=O)CNC(=O)OC(C)(C)C)c1nc(C(C)(C)C)cs1,200,0.44
O=C(N1CCN(c2ccccc2F)CC1)C1(c2ccc(F)cc2)CC1,200,0.43137254901960786
C[C@H](NC(=O)C[C@H](O)c1ccccc1)c1ccc(S(C)(=O)=O)c(F)c1,200,0.42592592592592593
CN(C)C(=O)[C@H]1[C@H](C(=O)N(C)C)C1(c1ccccc1)c1ccccc1,200,0.4230769230769231
C[C@@H](Oc1ccccc1Br)C(=O)Nc1cc(F)ccc1F,200,0.4230769230769231
CC(C)CCNC(=O)[C@@H](C)S(=O)(=O)c1ccc(C(C)C)cc1,200,0.4230769230769231
C[C@H]1C[C@@H]1c1ccc(CN(C)S(=O)(=O)N2CCCCCC2)o1,200,0.4230769230769231
COC(=O)Nc1ccc(I)cc1,200,0.41509433962264153
CC(C)c1nnc(C2CCN(C(=O)Nc3ccc(Cl)cc3)CC2)o1,200,0.41509433962264153
CC(=O)N1CCc2cc(S(=O)(=O)Nc3ccc(Cl)cc3Cl)ccc21,200,0.41509433962264153
Cc1c(C(=O)N[C@H](c2cccc(F)c2)C(C)(C)C)oc2c1C(=O)CCC2,200,0.41509433962264153
Cc1cccc(C(C)C)c1NS(=O)(=O)c1ccccc1,200,0.41509433962264153
