SMILES,mol_id,pio,sim
CCOc1ccc2nc3cc(NCc4ccc(OC)cc4)ccc3c(N)c2c1,600,0.284708249,0.409090909
O=C(CSCC(=O)N1CCCCC1)OCC(=O)c1c[nH]c2ccccc12,600,0.322253001,0.4
CCOc1cc(CNC(=O)NC2COc3ccc(OC)cc3C2)cc(OCC)c1OCC,600,0.311992786,0.351851852
CCCCc1ccc(C(=C(CC)c2ccccc2)c2ccc(OCCN3CCCC3)cc2)cc1,600,0.287755102,0.314814815
O=C(CSc1ccc(Br)cc1)c1c[nH]c2ccc(Br)cc12,600,0.275254866,0.310344828
NC(=O)c1cc(C2CCCN(CCCOc3ccccc3)C2)n[nH]1,600,0.279850746,0.310344828
COc1ccc2oc(=O)c(CCC(=O)NO)cc2c1,600,0.287804878,0.307692308
COc1ccc(CN2CC2Cn2cc(C)c(=O)[nH]c2=O)cc1,600,0.289145907,0.3
O=C(CC(c1ccccc1)c1ccccc1O)NCCc1ccccc1,600,0.278508772,0.298245614
O=C1C(c2ccccc2)=C(c2ccccc2)C(=O)N1CCCc1ccccc1,600,0.285181733,0.294117647
O=C(O)CC(c1cccc(-c2ccccc2Cl)c1)c1nccs1,600,0.276521739,0.290322581
O=c1c2ccccc2oc2cc(OCC3CO3)cc(OCCc3ccc(Cl)cc3)c12,600,0.294277929,0.285714286
COc1ccc(C=NNC(=O)COc2ccc3ccccc3c2)c(C(=O)O)c1OC,600,0.279860506,0.280701754
CCc1ccc(CC)c(S(=O)(=O)Nc2ccc(C(=O)O)c(O)c2)c1,600,0.279090114,0.278688525
COc1ccc(C(=O)C=CSc2nc3ccccc3o2)cc1,600,0.290105668,0.274193548
CC(C)COc1ccc2c(c1)CCN=C2C(=O)c1ccccc1,600,0.299909666,0.271186441
Cc1ccc(-c2ccc3[nH]cc(CC(N)=O)c3c2)cc1,600,0.277047523,0.26984127
COc1ccc(C2CCN(C)CC2)cc1C(=O)C=Cc1ccc(Cl)cc1,600,0.296224589,0.269230769
O=C(c1ccccc1)c1ccc2n1CCC2,600,0.270629991,0.266666667
CC(=O)OC1CC(C)C(C)(C2CC3CC(C(C)=O)OC3O2)C2CCCC3(CO3)C12COC(=O)c1cccnc1,600,0.270110076,0.26
N#Cc1cccc(S(=O)(=O)NCC(O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1,600,0.283302064,0.25862069
CC(C)CC1NC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)CCCN)CCCCNC(=O)CC(C(N)=O)NC(=O)C(CCCN=C(N)N)NC1=O,600,0.277724204,0.25862069
Cc1cc(N2C(=O)CC(Cc3ccccc3)C2=O)no1,600,0.303697183,0.258064516
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCC(=O)NC23CC4CC(CC(C4)C2)C3)c1,600,0.310598111,0.254545455
CC1(C)CC(=O)c2cc(C=CC(=O)O)ccc2O1,600,0.274745606,0.254237288
COc1cc(C(=O)NCC(=O)NC(C)c2ccc(-n3ccnc3)cc2)cc(OC)c1OC,600,0.283137962,0.253731343
O=S(=O)(Nc1ccc2[nH]c(Cc3ccc(Oc4ccccc4)cc3)nc2c1)c1ccccc1,600,0.27676951,0.25
CC#CC1(O)CCC2(CC)c3ccc(OCc4ccncc4)cc3CCC2C1,600,0.302573203,0.25
Cc1ccc(Oc2ccc(OCC(=O)NC3CCS(=O)(=O)C3)cc2)cc1,600,0.28358209,0.246376812
CC(C)CC1NC(=O)C(NC(=O)C(Cc2cccc(F)c2)NC(=O)CN)CCCCNC(=O)CC(C(N)=O)NC(=O)C(CCCN=C(N)N)NC1=O,600,0.276084949,0.245901639
Cc1c(OCCCCOc2ccccc2F)ccc(C(=O)CC(C)C)c1O,600,0.282025819,0.245283019
O=C1CSC(=S)N1N=Cc1cc(Br)c(O)c(Br)c1,600,0.270516717,0.242857143
COc1cc2c(c(OC)c1CBr)C(=O)c1ccccc1C2=O,600,0.271952259,0.242424242
COc1ccc(C2C=Cc3c(OC)c(OC)c(OC)c(OC)c3O2)cc1,600,0.298415493,0.241935484
CSc1ncccc1C(=O)OCC(=O)c1cccc(Br)c1,600,0.280453258,0.24137931
O=C(CN1C(=O)SC(=Cc2cccc3ccccc23)C1=O)NO,600,0.287707062,0.240740741
CCOC(=O)c1c(C)nc2ccccc2c1C,600,0.287419651,0.239130435
Cc1ccc(OCc2cc(C(=O)NCCc3cccnc3)no2)cc1C,600,0.325118483,0.238095238
CC(C)=CCCC(C)=CCOc1cc(O)c(C(=O)C(C)C)c(O)c1C,600,0.293819656,0.237288136
OC(c1cccc(Cl)c1)C(O)(Cn1cncn1)c1cccc(Cl)c1,600,0.292946058,0.237288136
O=C(CCc1ccccc1F)Nc1nnc2n1CCS2,600,0.283865401,0.235294118
CCCc1c(OCCCCCCc2cccc(OCCCCCC(=O)O)c2CCC(=O)O)ccc2c1OCCC2=O,600,0.300884956,0.235294118
O=C(C=Cc1ccc2c(c1)OCO2)c1ccc(Cl)cc1,600,0.280353201,0.235294118
O=C(CS(=O)(=O)Cc1cc(Cl)c2c(c1)OCCCO2)NCC1CC1,600,0.329896907,0.235294118
CC1COCCN1C(=O)Cc1cc(Cl)c2c(c1)OCCCO2,600,0.325648415,0.23255814
Cc1c(OCc2ccccc2)ccnc1CSc1nc2ccccc2[nH]1,600,0.282385834,0.229508197
CC(=NOC(c1ccc(OCc2cscn2)cc1)C1CCCCC1)C(=O)O,600,0.292026897,0.229508197
Cc1ccccc1C(CC(=O)O)NC(=O)c1cc(Cl)nc(Cl)c1,600,0.272811918,0.228070175
CCC(=C(c1ccccc1)c1ccc(S(C)(=O)=O)cc1)c1ccc(OC(C)=O)cc1,600,0.28962818,0.227272727
NC1CC2CC1c1cc(O)c(O)cc12,600,0.28241206,0.226415094
Cc1ccc(Cn2ccc(NC(=O)c3nn(C)cc3Cl)n2)cc1,600,0.27357689,0.225806452
C=CCC1C=CC(Oc2ccc(C)cc2)C(COC(=O)NCc2cccc3ccccc23)O1,600,0.27549195,0.225806452
CCCCOc1cc(F)c(-c2ccc(CCC(N)(CO)CO)cc2)cc1F,600,0.272272272,0.225806452
Cc1nc(C)c(C(=O)NC(Cc2cccc(Cl)c2)C(=O)NCC#N)s1,600,0.288379983,0.224137931
CCCCN(CCCC)CCOc1ccc(C(=O)C2CC2)cc1,600,0.280722892,0.224137931
COc1ccc(C(C#N)(CCC#N)CCC#N)cc1OC,600,0.293199554,0.224137931
CCCCCCCCCCCCCCOc1cccc(OP(=O)([O-])Oc2cccc(C[n+]3csc(C)c3)c2)c1OC,600,0.286995516,0.224137931
CC#CC(CC(=O)O)c1ccc(OCc2cccc(CN(Cc3ccsc3)C3CCCC3)c2)cc1,600,0.296713615,0.224137931
O=C(O)CC(O)CC(O)CCc1c(Cl)cc(Cl)cc1OCc1ccccc1,600,0.276637341,0.223880597
COc1cc(CCC(=O)O)cc(OC)c1OC,600,0.303526448,0.222222222
CCCCCC1(C)CC(O)c2ccc(OC)cc2O1,600,0.302857143,0.222222222
CC(c1ccc(-c2ccc(F)cc2)cc1)C(N)C(=O)N1CCC(F)C1,600,0.282502444,0.222222222
CCOC(=O)Cc1cc2ccccc2cn1,600,0.274251497,0.220588235
Cc1ccc(Oc2cn(C)c(COc3ccccc3)cc2=O)c(C)c1,600,0.278514589,0.220338983
COc1cc(N)c(Cl)cc1C(O)=NCC1CCN(CCCn2cnnn2)CC1,600,0.270199826,0.220338983
CC(=O)NCCc1cccc2ccc(OCCCCOc3ccc4cccc(CC(=O)O)c4c3)cc12,600,0.290657439,0.21875
CC1(C)NC(=O)N(CCCCOc2ccc(Cl)cc2C=O)C1=O,600,0.274601687,0.21875
CC(=O)c1cc(C#N)c(SCC(=O)OC(C)C)nc1C,600,0.289956332,0.217391304
Cc1ccccc1CC(C)(C)NC(=O)CCOc1cccc(C(N)=O)c1,600,0.272727273,0.217391304
NC(Cc1cc(I)c(Oc2ccc(O)c(Cc3ccc(O)c(F)c3)c2)c(I)c1)C(=O)O,600,0.279287723,0.215384615
CC(C)CC(NC(=O)CCc1ccccc1)C(=O)NC(CCS)C(=O)O,600,0.274089936,0.215384615
CC(C)=C(C)c1ccc2c(c1)c(-c1ccc(OCCN3CCCCC3)cc1)cc1cc(O)cc(C)c12,600,0.283203125,0.214285714
COC(=O)C1C2CCC(O2)C1C(=O)Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,600,0.27166065,0.214285714
O=C(c1c[nH]c2c1ccc1c3ccccc3[nH]c12)C(F)(F)F,600,0.289112534,0.214285714
COc1cc2c(c(OC)c1O)-c1c(O)cccc1CC2,600,0.296398892,0.213114754
COc1ccc2cc(C(CCN(C)C)N3CCCC3)ccc2c1Cl,600,0.280364372,0.213114754
O=C(CCCCC1CCSS1)NCCc1c[nH]c2ccc(O)cc12,600,0.311377246,0.213114754
COc1cc2c(cc1C(C)c1ccc(Br)cc1)OCO2,600,0.272,0.213114754
COc1cc(C2=C(c3ccc4c(c3)OCO4)COC2=O)cc(OC)c1OC,600,0.311818182,0.213114754
NC(=O)C1CCCCNC(=O)NCCCC(NC(=O)C(N)Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)N1,600,0.30141129,0.213114754
COc1ccc(C2(c3ccccc3)NC(=S)NC2=O)cc1,600,0.280717489,0.213114754
Cc1cc(CCOc2c(C)cc(-c3nnn(C)n3)cc2C)on1,600,0.281663516,0.212121212
COc1cccc(C=C2CCc3cc(OC)c(OC)cc3C2=O)c1,600,0.292335116,0.211538462
COc1cc2c(cc1OC)C(c1ccccc1CCCCl)=NCC2,600,0.298068077,0.210526316
Cc1ccc2cc(CCNC(=O)C(C)C)c(O)nc2c1,600,0.288957688,0.209677419
O=C(Cn1nc(Cl)nc1Cl)c1ccc2c(c1)OCCO2,600,0.302607076,0.209677419
COc1cc(O)c(C(=O)C(C)c2ccccc2)cc1O,600,0.287755102,0.209677419
CC(=O)Oc1c(C(=O)O)sc2ccccc12,600,0.274802458,0.209677419
O=C(CC(C(=O)c1cccs1)c1ccc2c(c1)OCO2)c1ccc(Br)cc1,600,0.309847199,0.208955224
O=C1NCC(Cc2ccccc2)N(CC2CCCN2CC(Cc2ccccc2)N2CC(Cc3ccc(O)cc3)N(CC3CCCCCC3)C(=O)C2=O)C1=O,600,0.295519542,0.208333333
CN(CCC(=O)c1ccccn1)Cc1ccccc1,600,0.271049596,0.20754717
CN(C)S(=O)(=O)N(CC(=O)NCCSCc1ccc(Cl)cc1Cl)c1ccccc1,600,0.271111111,0.20754717
CCC(=O)NC(Cc1ccccc1)C(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)OC,600,0.283694628,0.20754717
CC(C)c1ccc(-c2ccc(S(=O)(=O)NCCc3c[nH]c4ccccc34)cc2)cc1,600,0.285981308,0.20754717
COc1cc(C(=S)N2CCOCC2)cc(OC)c1OC(=O)c1ccc(C)cc1,600,0.280296022,0.206896552
COc1ccc(OC)c(C(=O)C=Cc2cnc3ccccc3c2)c1,600,0.295390405,0.206896552
CNC1CN(C2c3ccccc3CCc3ccc(OC)cc32)C1,600,0.276084949,0.206896552
CCCc1cc(=O)oc2cc(OCc3cccc(OC)c3)c(Cl)cc12,600,0.295750217,0.206896552
COc1cc(CNc2cnc3cc(N)ccc3n2)cc(OC)c1OC,600,0.293779904,0.206349206
N=C(N)NCCCC(NC(=O)C1CCCN1C(=O)C(N)Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(N)=O,600,0.3,0.206349206
CCC1CSC(c2cc(Br)c3ccccc3n2)SC1,600,0.30294171,0.978006065
Cc1ccc(SC#CC#CC(=S)c2cc(O)c(C)c(O)c2)cc1O,600,0.528687954,0.980296552
Cc1ccc(SC#CC#CC(=S)c2cc(O)c(C)c(O)c2)cc1F,600,0.528687954,0.99999994
CC1CCC(Sc2cccc(Br)c2)=NC1C1CCCC1,600,0.596251488,0.919158995
CC1CCC(SC2C=C(Br)C3C=CC=CC3=N2)SC1,600,0.637874603,0.999956727
Cc1cc(O)nc(SC#CC#CC#CSc2nc(C)cc(O)n2)n1,600,0.743893087,0.979586422
Cc1cc(O)nc(SC#CNC#CSc2nc(C)c(F)c(F)n2)n1,600,0.786907196,0.670396328
CC1CCC(c2nc(Br)cc(C3CCCCC3)n2)SC1,600,0.806544662,0.993946373
