SMILES,mol_id,sim
Cc1ccc([C@@H](NC(=O)COc2ccc(C(N)=O)cc2)C2CC2)cc1,400,0.6122448979591837
Cc1cccc(NC(=O)[C@@H]2CCCN(C(=O)C(C)(C)C)C2)c1Cl,400,0.5094339622641509
CCCn1nc(C(=O)Nc2ccccc2N2C[C@H](C)O[C@@H](C)C2)ccc1=O,400,0.4909090909090909
C[C@H](NCc1cccc(N(C)C)[nH+]1)c1ccccc1OC(F)(F)F,400,0.48214285714285715
CCCC[C@@H](C)[NH2+]C[C@H]1CSc2ccccc21,400,0.4727272727272727
Cc1cccc(CC[NH2+][C@@H]2CCOC3(CCCCC3)C2)c1,400,0.4642857142857143
COCCc1nc(C)c([C@@H](C)N[C@@H]2CCOc3ccccc32)s1,400,0.4166666666666667
CC(=O)NC[C@H](OC(=O)C1C[C@H](C)O[C@@H](C)C1)c1ccccc1,400,0.36666666666666664
C[C@H](Nc1cccc(F)c1C(N)=S)[C@@H]1CCCO1,400,0.3620689655172414
Cc1cccc(CCNC(=O)c2ccc(Br)cc2F)c1,400,0.359375
COc1cc(C)sc1C(=O)N(C)CC(=O)Nc1cccc(C)c1C,400,0.3584905660377358
COc1cc(C[NH+](C)C[C@H]2CCCN(C(=O)OC(C)(C)C)C2)ccc1O,400,0.3559322033898305
CCCNC(=O)[C@@H](C)NC(=O)Cc1c(C)nn(-c2ccccc2)c1C,400,0.35185185185185186
COc1ccc(-c2sc(C(=O)[O-])cc2C)c(OC)c1,400,0.35
CCc1ccc([C@@H](C)NC(=O)N2CCN(c3ncccc3F)CC2)cc1,400,0.34545454545454546
Cn1nccc1CNC(=O)NC1(c2cccc(Cl)c2)CC1,400,0.3448275862068966
CCC[C@H](C)NC(=O)[C@@H](C)Nc1cccc(C)c1,400,0.33962264150943394
CCC[C@H](C)NC(=O)[C@@H](C)[S@@](=O)Cc1cn2ccccc2n1,400,0.3389830508474576
CN(CC1CCCC1)C(=O)Nc1ccc(S(=O)(=O)C[C@H]2CCCO2)cc1,400,0.3333333333333333
CN(Cc1noc(C2CCC2)n1)C(=O)Cn1cccc(C(F)(F)F)c1=O,400,0.3333333333333333
C[C@@H]1CCCC[C@H]1NC(=O)c1cccnc1,400,0.3333333333333333
C[C@H]1CN(C(=O)c2ccnc(C3CCCC3)n2)c2cc(F)ccc2C(=O)N1,400,0.3333333333333333
Cc1cc(N2CC[C@@](O)(C3CCC3)[C@H](C)C2)cc[nH+]1,400,0.3333333333333333
CC(C)Oc1ccc(NC(=O)N(C)CCCS(C)(=O)=O)c(F)c1,400,0.3333333333333333
N#Cc1c(F)cccc1NC(=O)[C@@H]1SCCc2sccc21,400,0.3333333333333333
CCOc1ccc(C(=O)Nc2ccc(C3(C#N)CCCC3)cc2)cc1,400,0.3333333333333333
O=C(NC[C@H]1CCC[C@@H]1O)Nc1nc(-c2ccccc2)ns1,400,0.32786885245901637
CCc1nn(C)c(CC)c1CNC(=O)N[C@@H](C)CSC,400,0.32786885245901637
Cc1ccc(C[C@H](O)c2c(F)cc(Br)cc2F)cc1,400,0.32786885245901637
N#Cc1ccc(N(C(=O)c2ccccc2F)C2CC2)cc1,400,0.3275862068965517
O[C@@H](COc1ccc2c(c1)CCC2)CN1CCN(c2ccc(F)cc2)CC1,400,0.32727272727272727
Cc1ccc(CNC(=O)N2CCOCC[C@H]2C)cc1,400,0.3230769230769231
Cc1nc(C)c(CC(=O)NCC(C)(C)c2ccccc2Cl)c(=O)[nH]1,400,0.3230769230769231
CC[C@H](COC)NC(=O)Cc1cc(C)ccc1C,400,0.3225806451612903
CC1CCC2(CC1)NC(=O)N(CC(=O)N1CCc3ccccc31)C2=O,400,0.3220338983050847
CN(C)C(=O)C1CCN(C(=O)c2cccc(Br)c2)CC1,400,0.3220338983050847
CC[C@@H](c1ccc(F)cc1F)N1CCN(C(C)=O)CC1,400,0.3220338983050847
CSc1ccc(Cl)c(C(=O)NC[C@@H](O)c2ccco2)c1,400,0.32142857142857145
CC[C@@H](Cc1ccccc1)NC(=O)N1CCC[C@H](C(=O)N2CCOCC2)C1,400,0.32075471698113206
Cc1cc(C(=O)N2CCN(Cc3csc(C(C)(C)C)n3)CC2)c(C)o1,400,0.3181818181818182
CN(CC(=O)Nc1c(Cl)cccc1Cl)C(=O)c1ccc(S(C)(=O)=O)cc1,400,0.31746031746031744
CCOC(=O)c1ccc(N2CCC[C@@H]2c2cc(C)on2)nc1,400,0.31746031746031744
C[C@@H](Oc1ccccc1C(F)(F)F)C(=O)Nc1ccn(C)n1,400,0.31746031746031744
CCCCn1ncc(C(=O)N[C@@H](CO)c2ccccc2F)c1C,400,0.31666666666666665
CN(CCNc1ccc(Cl)c(Cl)c1)c1ccccc1,400,0.31666666666666665
Cc1ccc(NC(=O)CCOC2CCOCC2)cc1F,400,0.3157894736842105
CCN(CC)C(=O)[C@H]1CCCN1C(=O)Nc1ccc(F)cc1Cl,400,0.3157894736842105
CC(C)[C@H]1N=N/C(=N\C(=O)Cn2ccc3ccc(Cl)cc32)S1,400,0.3157894736842105
COC[C@@H](C)NC(=O)Nc1ccc(C)c(C(F)(F)F)c1,400,0.3148148148148148
C[C@@H]1CCC[C@@]1(C(=O)[O-])c1ccc(Cl)cc1Cl,400,0.3125
Cc1ccc([C@H](C)NC(=O)CCNc2ncccn2)o1,400,0.3125
CC(C)CCC(=O)NCc1ccccc1Cl,400,0.3114754098360656
Cc1ncc(C[NH2+][C@H](C)c2ccc(Cl)cc2)s1,400,0.3114754098360656
