SMILES,mol_id,sim
C[C@H](OC(=O)c1ccccc1F)C(=O)Nc1ccc(F)cc1Cl,0,0.271428571
CC(=O)c1c(F)cccc1N[C@@H]1CCN(C(=O)c2ccccn2)C1,0,0.265822785
CC[C@@H]1CCCN(C(=O)NC2CCN(C(=O)C3CCCCC3)CC2)C1,0,0.256097561
CCC(CC)C(=O)Nc1ccc2c(C(C)C)cc(=O)[nH]c2c1,0,0.247058824
CCN(C[C@@H]1CCCO1)C(=O)N[C@H]1CCCN(Cc2ccccc2)C1=O,0,0.244186047
COC(=O)[C@@H](NC(=O)[C@@H](C)c1ccsc1)c1ccc(C)cc1,0,0.243902439
CCN(CCO)C(=O)Nc1cccc(OCc2cccc(F)c2)c1,0,0.243902439
Cc1cnn(Cc2ccc(Br)cc2F)c1,0,0.243902439
CN[C@H](C)c1cc[nH+]c(N2CCCCCCC2)c1,0,0.243589744
CC(C)NC(=O)COC(=O)c1cc(C2CC2)nc2ccc(Cl)cc12,0,0.243243243
COc1ccc(O)c(C(=O)N2CCN(c3cccc(C)c3C)CC2)c1,0,0.24
O[C@@]1([C@H]2CCOC3(CCOCC3)C2)CCc2ccccc21,0,0.2375
Cc1nc(C(=O)N2CCCC[C@@H]2c2nccs2)c[nH]1,0,0.236111111
COc1cccc(COC[C@@H](O)CN2C[C@H](C)OCC2(C)C)c1,0,0.236111111
CC(=O)N1CCC(CCC(=O)Nc2ccnn2Cc2ccsc2)CC1,0,0.235294118
Cc1ccc(N2CC[C@H](C(=O)NCc3nc(C)c(C)s3)C2=O)cc1,0,0.234567901
O=C1NCCN(Cc2cc(F)c(F)cc2F)[C@@H]1c1ccccc1,0,0.234567901
CCN1C(=O)C(C)(C)COc2ccc(NS(=O)(=O)C3CCCCC3)cc21,0,0.232876712
O=C1CCCN1Cc1ccc(CNC(=O)N2CCOC[C@@H]2C2CC2)cc1,0,0.23255814
Fc1cc(Cl)cnc1NC[C@@H](c1ccco1)[NH+]1CCCC1,0,0.229885057
COc1cccc([C@]2(C(C)(C)C)CCC[NH2+]2)c1,0,0.229885057
CC(C)[C@@](C)(O)CNC(=O)[C@@]1(C)CCCc2ccccc21,0,0.228915663
N#Cc1ccccc1OCC(=O)Nc1sc2c(c1C(N)=O)CCCC2,0,0.228915663
Cc1cccc(Cl)c1N[C@@H]1CCCS[C@H]1C,0,0.228915663
C[C@H]([NH2+]Cc1ccc(N2CCSCC2)cc1)c1nccs1,0,0.228915663
O=C1CN(c2ccc(NC(=O)c3csc(Br)c3)cc2)CCN1,0,0.228915663
CC[NH2+][C@H](CC)c1ccn(Cc2ccc(OC)c(F)c2)c1,0,0.228915663
CN(CCc1ccccc1)C(=O)c1occc1Br,0,0.228571429
CC(C)C[C@@H]1NC(=O)C[C@@H]1c1ccc(C2CC2)cc1,0,0.227848101
Cn1cc(C[C@H]2CCN(c3ccc(Br)cn3)C2)cn1,0,0.227848101
N#Cc1ccc(OCc2cc(Cl)ccn2)cc1,0,0.227848101
C[C@@H]1CC[C@H](C(N)=O)CN1C(=O)c1ccc(OC(F)(F)F)cc1,0,0.226666667
CC(C)(C)OC(=O)NC[C@@H](Cc1ccc(F)cc1)[C@@H]1CCCC[NH2+]1,0,0.226190476
Cc1cc(C)n([C@@H]2CCCN(C(=O)[C@H](C)c3c(C)nn(C)c3C)C2)n1,0,0.226190476
CN1C(=O)N[C@H](c2cccs2)C2=C1CN(Cc1ccccn1)C2=O,0,0.225352113
CC(C)[C@H]([NH3+])C(=O)N(Cc1cccc(C(F)(F)F)c1)C1CC1,0,0.225
COC(=O)C1=C(NC(=O)c2ccc(C)c(C)c2)CCS1,0,0.225
CCN(C(=O)Nc1ccc(C(=O)N(C)C2CCOCC2)cc1)C1CC1,0,0.225
COc1cc(C[NH3+])cc(Cl)c1OC1CCCC1,0,0.225
OCCCN(Cc1c(O)ccc2ccccc12)CC(F)(F)F,0,0.225
COc1ccc(NC(=O)NC[C@H]2CC(=O)N(c3ccc4c(c3)OCO4)C2)cc1,0,0.223529412
CCOc1ccc(C(=O)Nc2ccc(Br)cc2F)cc1,0,0.223529412
CCn1nc(C)c(Cl)c1C[C@@H](C[NH2+]C)c1ccc(Cl)cc1,0,0.223529412
CCc1ccccc1NC(=O)N(C)CC1CCCCC1,0,0.222222222
C[C@H]1C[C@@H]1CN(C)c1ccc([C@@H](C)O)c(O)c1,0,0.222222222
CN(C(=O)c1ccn(-c2ccccc2F)n1)C1(C#N)CCC1,0,0.222222222
C[NH2+][C@H](CC[C@@H]1CCCO1)c1c(F)cccc1F,0,0.222222222
CN(C)C(=O)c1ccc(CNS(=O)(=O)/C=C/c2ccccc2)cc1,0,0.222222222
O=S(=O)(c1cncc(F)c1)N1CCC[C@H]1c1cccc(F)c1,0,0.222222222
COC[C@H](Nc1cc(C)[nH+]c(C)n1)c1ccc(C)o1,0,0.222222222
Cn1cc(CCC(=O)NC2CCCCC2)c(-c2ccccc2)n1,0,0.220930233
C[C@@H]1C[C@H]1c1ccc(CCC(=O)N2CCC[C@H](O)C2)o1,0,0.220930233
C[C@H]1[C@@H](c2ccccc2)CCN1c1cc(-n2cccn2)nc(N)n1,0,0.220930233
Cc1cccc(O[C@@H](C)C(=O)Nc2cccc(C#N)c2)c1,0,0.220779221
C[C@@H]([NH2+][C@H](c1cccc(F)c1)c1ccccn1)C1CCCC1,0,0.220779221
C[C@@H]1CCN(C(=O)c2cc3c(cc2O)OCO3)[C@H]1c1cccc(F)c1,0,0.220779221
Cc1c(C(=O)Nc2ccc(F)c(S(=O)(=O)NC(C)(C)C)c2)cnn1C,0,0.220779221
C[C@H](c1ccccn1)N(C)C(=O)Nc1cccnc1Cl,0,0.219512195
CCn1cc(C(=O)N2CCCC[C@H]2CNC(=O)OC(C)(C)C)cn1,0,0.219512195
CCN(CC)C(=O)Nc1nn(-c2ccccc2Cl)cc1C,0,0.219512195
O=C(NCc1ccc2c(c1)OCO2)[C@@H]1COc2ccccc2C1,0,0.219512195
Cc1n[nH]c(C)c1[C@H]1CCCN1C(=O)NCC[C@@H]1CCCO1,0,0.219512195
Cc1ccc(C)c(C(=O)CCC(=O)Nc2cc(C)on2)c1,0,0.219512195
C[C@H]1C[C@@H]1NC(=O)N[C@@H]1CCCOc2ccccc21,0,0.219178082
Cc1ccc2ncc(C(=O)NC3CCCCC3)n2c1,0,0.219178082
COc1cc(NC(=O)C2CC2)c(C(=O)N2[C@@H](C)CCC[C@@H]2C)cc1OC,0,0.219178082
CSCC[C@@H](C)N(C)C(=O)c1oc(C)nc1C,0,0.219178082
Cc1noc(C)c1CCCNc1ccc(C(=O)N(C)C)cn1,0,0.219178082
C[NH2+]Cc1cccc(SCc2cccnc2OC)c1,0,0.219178082
COC(=O)[C@]1(N)CC[C@H](Oc2cc(C)cc(C)c2C)C1,0,0.218390805
Cc1oc(-c2ccccc2)nc1C(=O)NC12CC3CC(CC(C3)C1)C2,0,0.217948718
C=CCNC(=O)[C@H]1CCC(=O)N(C)[C@H]1c1ccc(C)cc1,0,0.217948718
