SMILES,mol_id,qed,gsk3b,sa,sim
CS(=O)(=O)c1cccc(C(=O)Nc2nc3ccccc3n2CCCO)c1,700,0.6887780515478381,1,0.8773952013229115,0.22857142857142856
COc1cccc(-c2[nH]nc(O)c2N=Nc2ccc(N3CCOCC3)cc2)c1,700,0.6523988523615885,1,0.8115278046059622,0.22857142857142856
CN1CCN(c2ccc3nc(C4C(=O)N=c5cccc(F)c5=C4N)[nH]c3c2)CC1,700,0.6615397830994236,1,0.7353730960927413,0.21428571428571427
CCC(O)CNc1nc(SC)nc2sc3c(c12)CCN(C)C3,700,0.6453716585398321,1,0.7526096910596183,0.21428571428571427
Cc1cncc2cccc(S(=O)(=O)N3CCCN(C(=O)CN)CC3C)c12,700,0.8656326878576005,1,0.7696303565386388,0.21212121212121213
CCN(CC)c1ccc(CC2=NC(=O)NC2=O)cc1,700,0.8761632951500381,1,0.8153971098067421,0.20588235294117646
O=C(Nc1n[nH]c2nc(-c3ccc(O)cc3)c(Br)cc12)C1CC1,700,0.6560527907285336,1,0.8285781054355174,0.19718309859154928
O=C1Nc2ccccc2C1=Cc1c(Cl)[nH]c2ccccc12,700,0.6452744332691481,1,0.8503614136187879,0.19672131147540983
O=C(Cc1ccc(Cl)cc1)Nc1n[nH]c2c1CCC2,700,0.9048422493292521,1,0.8690592393752866,0.19480519480519481
Cc1cccc(NC(=O)Nc2ccc(-c3cccc(C(N)=O)c3)cc2)c1,700,0.6543923162093265,1,0.9186494376456408,0.19402985074626866
CCCC(=O)Nc1[nH]nc2cc(Br)ccc12,700,0.9085262049843484,1,0.8413879471835186,0.1927710843373494
O=C1NC(=O)C(c2ccc(Cl)cc2)C1=Nc1ccccc1,700,0.8667661664877737,1,0.790993444550685,0.1917808219178082
Cc1cccc(C2(c3cccc(C)c3)CC2C(=O)Nc2ccncc2)c1,700,0.7501426112873812,1,0.8048865360258185,0.1917808219178082
CCNc1nc(N)nc(-c2cc(Cl)ccc2O)n1,700,0.7843415296945274,1,0.8472959270265393,0.19047619047619047
CC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,700,0.6111231290718466,1,0.8370048444992819,0.189873417721519
O=C(NC(CO)Cc1ccc(Cl)cc1)c1ccc(-c2ccncc2)cc1,700,0.698263151616651,1,0.8509829462822286,0.18666666666666668
CC(NC1C(=O)C(=O)C1=Nc1ccncc1)C1CCCCC1,700,0.8654645150630652,1,0.7045524986585199,0.18666666666666668
Oc1ncc(Br)c2sc(-c3ccncc3)cc12,700,0.743027339317749,1,0.7993642050178903,0.18571428571428572
COc1ccc(C(=O)Nc2nc3ccc(Cl)cc3s2)c(OC)c1,700,0.7664868971884966,1,0.9020751468556362,0.18461538461538463
FC(F)(F)c1cccc(-c2nnc3ccc(NC4CCNCC4)nn23)c1,700,0.7498702595581195,1,0.8263375097177129,0.18181818181818182
Cn1cc(C2=C(c3cccnc3)C(=O)NC2=O)c2ccccc21,700,0.7377417059163669,1,0.8484955807806851,0.18181818181818182
Cc1n[nH]c2c1C(c1ccsc1)C1C(=O)CC(C)(C)CC1=N2,700,0.8646941958950263,1,0.6478395718004316,0.18181818181818182
Cn1sc(=O)n(-c2ccccc2Br)c1=O,700,0.7946168389404216,1,0.7952739311397775,0.18055555555555555
COc1cccc(C2C(=O)NC(=O)C2=Nc2cccc(O)c2)c1,700,0.8477398441343121,1,0.769857514386621,0.18055555555555555
O=[N+]([O-])c1cc([N+](=O)[O-])c(N2CCCCCC2)cc1NCCO,700,0.6077011816923796,1,0.8496374878319674,0.1794871794871795
CN(c1ncnc(N)c1[N+](=O)[O-])C1CCCCC1,700,0.6485555855423558,1,0.8282510039496161,0.1780821917808219
Clc1ccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)cc1,700,0.6296274262489041,1,0.8625844527517673,0.17647058823529413
NCc1cc(Nc2ncnc(-c3ccccc3)n2)ccc1O,700,0.6392460913333778,1,0.8670507434322405,0.17647058823529413
c1cc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)ccn1,700,0.6851061512024221,1,0.8592458119054341,0.17647058823529413
COc1ccc(-c2n[nH]c(O)c2N=Nc2ccc(Cl)cc2)cc1OC,700,0.6362905285624874,1,0.8200634295183531,0.17567567567567569
Nc1ncc(-c2ccc(S(=O)(=O)N3CCCCC3)cc2)nc1C(=O)Nc1cccnc1,700,0.6256297447069106,1,0.8544441577770121,0.175
CCCC(=O)Nc1n[nH]c2cc(-c3cccnc3)ccc12,700,0.7694180437399997,1,0.8676537213110956,0.17333333333333334
O=C(Nc1ccncc1)Nc1ccccn1,700,0.8041601724015556,1,0.9082485327445298,0.17142857142857143
CC(=O)NC1CCN(c2nc3ncc(C(=O)O)c(O)c3c(C)c2F)C1,700,0.762984041673483,1,0.7444102806092425,0.17142857142857143
CNC(=O)c1ccc(CNC(=O)c2ncoc2-c2ccc(OC)cc2)cc1,700,0.7003954852910346,1,0.8775628718170874,0.17105263157894737
CC1=C2C(=NC3=C(C(=O)CC(C)(C)C3)C2c2cccc3nonc23)NN1,700,0.8223220097298775,1,0.7110712262545086,0.17073170731707318
c1ccc2c(-c3ccncc3)c[nH]c2c1,700,0.6326173123272912,1,0.9088925594491376,0.16923076923076924
Clc1cc(-c2c[nH]c3ncccc23)cc(NC2CCCCC2)n1,700,0.6641166609443515,1,0.8359810257278948,0.16901408450704225
COc1ccc(-c2nnc(SCc3ccccc3)o2)cc1,700,0.6653276511376539,1,0.9130314091441509,0.16901408450704225
O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1ccccc1Cl,700,0.6653091136642285,1,0.8305728618270776,0.16883116883116883
O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1ccccn1,700,0.6791391528860621,1,0.8170179199741232,0.16883116883116883
CCn1sc(=O)n(Cc2ccccc2)c1=S,700,0.7848051441930217,1,0.8112296565852282,0.16666666666666666
COc1cc(CC2=NC(=O)NC2=O)ccc1OCC(=O)C1CCOCC1,700,0.7861376463076409,1,0.7959517245479277,0.16666666666666666
COc1cnc(COc2ccc(F)cc2)cc1-c1cc2c([nH]1)CCNC2=O,700,0.7266117959615235,1,0.8170981672908444,0.16666666666666666
CN(C)CC(OC(=O)N1Cc2c(NC(=O)C(C)(C)C)n[nH]c2C1(C)C)c1ccccc1,700,0.7556067766828463,1,0.7273288565549697,0.16455696202531644
CSc1ccc(NC2=C(c3cccc(Cl)c3)C(=O)NC2=O)cc1,700,0.6576257847674362,1,0.85325479182605,0.1643835616438356
Nc1nc(Nc2cccnc2)sc1C(=O)c1ccccc1F,700,0.7226049199118049,1,0.8583884914481137,0.1643835616438356
Cc1nc(O)cc(-c2ccncc2)n1,700,0.7354288659857121,1,0.8523580118461727,0.1643835616438356
