SMILES,mol_id,pio,sim
COc1ccc(Cn2cnc3cc(F)ccc3c2=O)cc1,200,0.276303751,0.388888889
COc1ccc(Cc2c(O)nc(SCC(=O)N3CCCCCC3)nc2O)cc1,200,0.294003868,0.375
CC(=NNc1nc2ccccc2[nH]1)c1ccc2c(c1)OCO2,200,0.309381238,0.368421053
Cc1ccccc1S(=O)(=O)NC1CCN(CCCOc2ccc(C(=O)C3CC3)cc2)C1,200,0.310063463,0.363636364
COc1cc(C(=O)NCCOc2cc(C)ccc2C(C)C)cc(OC)c1OC,200,0.291956306,0.339285714
CC1CCCCC1Nc1cc(CCc2ccccc2)[nH]c(=O)c1Br,200,0.282511211,0.339285714
O=C(Cc1c[nH]c(=O)[nH]c1=O)N1CCCCC1CCc1cccc(O)c1,200,0.310576923,0.333333333
COc1cc2c(cc1OC)C(=O)C(=Cc1ccc(CN(C)Cc3ccccc3)cc1)CC2,200,0.294219154,0.328571429
C[Si](C)(C)CC(C#N)(Cn1cncn1)c1ccc(Cl)cc1Cl,200,0.271477663,0.327586207
CCC1(CC)C(=O)NC(=O)N=C1NCCc1ccc(O)cc1,200,0.272893773,0.315789474
CC1(C)CCc2cc(O)cc(Cl)c2O1,200,0.281218274,0.315789474
COc1cc(C=CC(=O)OCCCc2ccc(O)cc2)ccc1O,200,0.276102088,0.314814815
O=C(NO)C(Cc1ccc2ccccc2c1)NS(=O)(=O)c1ccc2ccccc2c1,200,0.272380952,0.310344828
COc1cc2c(cc1OC)C(=NNC(=S)Nc1ccc(C)cc1)CC2,200,0.299363057,0.310344828
CCC(=O)Nc1ccc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3C)cc2)cc1,200,0.274685817,0.307692308
COc1ccc2cc(C(CCN(C)Cc3ccccc3)N3CCOCC3)ccc2c1Cl,200,0.283495146,0.301886792
CC(=O)Oc1ccccc1CCC(=O)OCOP(=O)(OCOC(=O)CCc1ccccc1OC(C)=O)Oc1ccc(O)c(C=O)c1,200,0.282363977,0.3
COc1ccc2c(c1)CC(C(=O)N(C)CCCc1cnn(C)c1)CO2,200,0.329588015,0.296296296
COc1ccc(C=Cc2cc(-c3ccc(O)c(OC)c3)[nH]n2)cc1,200,0.282001925,0.295081967
COc1ccccc1CC(=O)NNS(=O)(=O)c1cccc([N+](=O)[O-])c1,200,0.285845588,0.295081967
Cc1cccc(OC2CCN(c3ncc(C#N)cc3Cl)CC2)n1,200,0.302760463,0.295081967
CCc1cc(NC(=O)c2cccc(OCC(F)(F)F)n2)[nH]n1,200,0.292486583,0.293103448
O=P1(N(CCCl)CCCl)Oc2ccc(Cl)cc2C(C(Cl)(Cl)Cl)c2cc(Cl)ccc2O1,200,0.276305221,0.290322581
Cc1cc(C)cc(-c2ccc(OCCN(C)C)c(C=CC(=O)c3ccc(OCCN(C)C)cc3)c2)c1,200,0.281925344,0.283333333
Oc1ccc2c(c1)SCC(c1ccc(O)c(O)c1)O2,200,0.305052431,0.280701754
O=C(CCCc1nc2ccccc2c(=O)[nH]1)NN=Cc1ccc(O)cc1,200,0.270373921,0.274193548
O=C(COc1ccc(S(=O)(=O)Nc2ccccc2)cc1)NCc1ccccn1,200,0.296222664,0.271186441
COc1cc2c(cc1OC)C(Cc1ccc(-c3ccccc3)cc1)NCC2,200,0.302151543,0.26984127
CC12CCC3C(C=CC4=CC(=O)CCC43C)C1=CC=C2c1cccnc1,200,0.277456647,0.26984127
Cc1cc(O)c(I)cc1Oc1c(I)cc(CC(N)C(=O)O)cc1I,200,0.27254509,0.267857143
COc1ccccc1C1=NC(c2ccc(C)cc2)N=C1C,200,0.278615794,0.267605634
CC(C)(C)C(C=Cc1ccc2c(c1)OCO2)=NNC(=O)Nc1ccccc1,200,0.281032771,0.266666667
CCOc1ccccc1NC(=O)NC(C)c1ccncc1,200,0.288259958,0.265625
COc1ccc(C=C(C(=O)NC2CC2)c2ccc(C=CC(=O)NO)cc2)cc1,200,0.282765738,0.264150943
CN(Cc1cnccn1)CC1CCOc2ccccc2C1,200,0.314141414,0.264150943
O=C1CCc2cc(-c3ccncc3)ccc2N1,200,0.292099792,0.263157895
COc1ccccc1Oc1ncccc1CNC(=O)C(C)NC(C)=O,200,0.278629396,0.262295082
COc1ccc(NC(=S)Nc2ccc(Oc3ccnc(C(=O)NCc4ccccc4)c3)cc2)cc1,200,0.275167785,0.261538462
CC(C(=O)Nc1ccc(C2CCNC2)cc1)c1cccc(OC(F)(F)F)c1,200,0.304435484,0.261538462
COc1ccc2c(c1)OC(c1ccc(O)c(CC=C(C)C)c1)CC2=O,200,0.288756388,0.259259259
COc1ccc(Cl)cc1NC(=O)NNC(=O)c1ccccn1,200,0.271604938,0.259259259
O=C1NC(=Nc2ccc(Cl)cc2)SC1=Cc1ccccn1,200,0.273209549,0.25862069
