SMILES,mol_id,sim
C[C@@H]1CCC[C@@H](OCC(=O)N[C@@H]2CC[NH+](Cc3ccccc3)[C@H](C)C2)C1,300,0.42
C[C@H]1CC[C@@H](n2c(N)nc3c[nH+]ccc32)[C@H](C)C1,300,0.39215686274509803
C[C@@H]1CCCC[C@H]1NC(=O)c1cc(S(=O)(=O)N2CCCC2)cn1C,300,0.36363636363636365
Cc1ccccc1NC(=O)C[S@@](=O)[C@H](C)c1ccc(F)c(F)c1,300,0.35555555555555557
CCC1(CO)CCN(c2nc(C)c3ccc(S(C)(=O)=O)cc3n2)CC1,300,0.34615384615384615
CCCc1ccc([C@H]2C(C#N)=C(N)Oc3n[nH]c(C)c32)s1,300,0.33962264150943394
COC(=O)C1(NC(=O)[C@@H](C)Oc2ccc(C)cc2)CCCC1,300,0.3148148148148148
COc1ccc(NC(=O)CN(C)S(=O)(=O)c2ccc(F)cc2)cc1,300,0.3137254901960784
CCCn1c(C)nnc1Sc1nccn(CC(C)C)c1=O,300,0.30612244897959184
CCc1noc(CC)c1CC(=O)Nc1ccc(N2CCCC2)c(C)c1,300,0.30357142857142855
COc1ccc(-c2cc(C(=O)N3CCCCC3)n[nH]2)cc1,300,0.3018867924528302
C[C@H]1CCC[C@@](C#N)(NC(=O)C[C@H](O)c2cc(Cl)cc(Cl)c2)C1,300,0.2909090909090909
COc1ccccc1C[C@@H](C)[C@H](O)C(C)C,300,0.2909090909090909
O=C(NCc1ccc(Cl)nc1)Nc1nnc(C2CC2)s1,300,0.28846153846153844
O=C1CCCCN1c1cccc(NS(=O)(=O)c2cccc(F)c2)c1,300,0.2857142857142857
COC[C@H](NC(=O)[C@H]1CC(=O)N(C2CCCC2)C1)c1ccc(F)c(F)c1,300,0.2807017543859649
OC1(CNc2nc[nH+]c3c2CCCCC3)CCCCC1,300,0.2807017543859649
CCC[NH2+][C@@H](c1cc(OC)cc(OC)c1)[C@H]1CC[C@H](C)C1,300,0.2727272727272727
C[C@H]1CC(C(=O)Nc2ccccc2C#N)C[C@@H](C)O1,300,0.2692307692307692
CCOc1ccccc1NC(=O)[C@H](C)S(=O)(=O)Cc1ccccc1F,300,0.2692307692307692
CCOC[C@H]1CCCN(C(=O)Nc2c(C)cccc2C(C)C)C1,300,0.2641509433962264
C[C@H]1CCC[C@@](C#N)([C@H](O)c2ccc(F)c(Br)c2)C1,300,0.2641509433962264
Cc1ccc2c(c1)[C@H](N[C@@H]1CCOc3ccc(F)cc31)CO2,300,0.26
Cc1csc([C@H]2CCCN(Cc3ccc(Cl)o3)C2)n1,300,0.25862068965517243
CCc1nc([C@@H](C)NC(=O)N[C@@H](C)c2ccc(C)c(F)c2)cs1,300,0.25862068965517243
CNc1nc(-c2cnn(C)c2C)nc(COC)c1Br,300,0.25862068965517243
CCc1ccccc1N1C[C@H](C(=O)N[C@H](C#N)C(C)(C)C)CC1=O,300,0.2553191489361702
C[C@@H]1CCCC[NH+]1C[C@@H]1CCCN(Cc2noc(Cc3ccccc3)n2)C1,300,0.2549019607843137
C[C@H](Oc1cccc(Cl)c1)C(=O)N[C@H](C)c1ccccc1Cl,300,0.2549019607843137
CCc1oc2ccccc2c1/C=C/C(=O)NC1CC[NH+](C2CC2)CC1,300,0.2545454545454545
C[C@@H]([NH2+][C@H](C)c1cccc(OCC(=O)N(C)C)c1)c1ccccc1,300,0.25
Cc1ccc(C(=O)N[C@@H]2CCCC[C@H]2C(C)(C)C)o1,300,0.25
NC(=O)CN1CCC[C@@H]1c1ccnc(-c2ccc(Cl)cc2)n1,300,0.25
Cc1cc(C)n([C@@H]2CCN(C(=O)CN3CCc4ccccc43)C2)n1,300,0.25
O=C(Cc1nc(-c2ccccc2)cs1)[C@H]1CSCCS1,300,0.25
COc1ccc(C[C@@H](C)CNC(=O)c2ccc([S@@](C)=O)cc2)cc1,300,0.25
CCn1cc(C(=O)N2CC=C(c3cccc(C)c3)CC2)cn1,300,0.25
COc1ccc(N2CCC(Nc3ncc(Br)cn3)CC2)cc1,300,0.25
Cc1n[nH]c(SCC(=O)N2CCCC(C)(C)CC2)n1,300,0.2459016393442623
CCOc1ccccc1[C@@H](C)[NH2+]Cc1cc(F)cc(OC)c1,300,0.2459016393442623
COCc1ccc(C(=O)N2C[C@@H](C)[C@](O)(C3CCC3)C2)s1,300,0.24528301886792453
Cc1ccc(Cl)cc1N1CC[C@H](CNC(=O)N2CCC2)C1,300,0.24528301886792453
Cc1cc(F)ccc1NC(=O)C(=O)N[C@@H](C[S@@](C)=O)c1ccccc1,300,0.24528301886792453
CSC[C@@H](C)N(C)c1cc(-c2nc(C(C)C)no2)cc[nH+]1,300,0.24528301886792453
C[NH2+][C@H]1[C@H](Oc2ccccc2C)CCCC1(C)C,300,0.24489795918367346
O=C(c1ccc(F)cc1Cl)N1CCC[C@]2(C1)C(=O)Nc1ccccc12,300,0.24193548387096775
Cc1nn(C(C)(C)C)cc1[C@H](C)[NH2+]CC(C)(C)C[C@@H](C)O,300,0.2413793103448276
C[C@@H]1CCCC[NH+]1CC(=O)NC(c1ccccc1)c1ccccc1,300,0.24074074074074073
CC1=C(C)C[C@@H](C(=O)[O-])[C@@H](C(=O)Nc2cccc(C(F)(F)F)c2)C1,300,0.24074074074074073
C[C@H]1C[C@@H]1C(=O)Nc1cccc(Cl)c1-n1cncn1,300,0.24074074074074073
Cc1ccccc1C(=O)NCCC(=O)NC1(c2cccc(Cl)c2)CC1,300,0.24074074074074073
Cc1ccc(NC2(C(=O)N3CCn4c[nH+]cc4C3)CCCCC2)cc1C,300,0.24074074074074073
Cc1ccc(SC2=C(Nc3ccc(C)c(C)c3)C(=O)NC2=O)cc1,300,0.24074074074074073
CC(=O)NCC(=O)N1CCc2nc(N3CCCC3)nc(Oc3ccc(F)cc3)c2C1,300,0.24
[NH3+][C@H](Cc1cccc(O)c1)Cc1ccc(F)cc1F,300,0.23809523809523808
CCN(C(=O)[C@@H](C)Nc1cccc(N2CCCCC2)c1)[C@H]1CCS(=O)(=O)C1,300,0.23636363636363636
Cc1cnc(C(=O)N[C@H](c2cccs2)C2CCCC2)cn1,300,0.23636363636363636
CC[S@@](=O)[C@H]1CCCC[C@@H]1[NH2+]Cc1ccc2ccccc2n1,300,0.23636363636363636
Cc1nc(NC(=O)[C@@H]2[C@@H](C(=O)[O-])[C@H]3CC[C@@H]2C3)sc1-c1ccccc1,300,0.23636363636363636
CC1=C2[C@@H](NC(=O)C[C@H]2c2ccc([C@@H]3C=CN=N3)o2)N(C2CCCC2)N1,300,0.23636363636363636
N#Cc1ccc(CN2CCN(Cc3ncccc3C(F)(F)F)CC2=O)cc1,300,0.23636363636363636
CC[C@@H](CCO)CNc1cc[nH+]c2ccccc12,300,0.23636363636363636
CS[C@@H]1CC[C@H](NC(=O)c2cccc(I)c2)C1,300,0.23529411764705882
O[C@H]1C[C@@H](c2cc(F)ccc2F)N(Cc2cnc(C3CC3)s2)C1,300,0.23529411764705882
COc1ccccc1NCC(=O)N1[C@@H](C)CCC[C@@H]1C,300,0.234375
C[C@H]1CN(CC[C@H](O)c2cc(F)cc(F)c2)C[C@@H](C)O1,300,0.23333333333333334
